Filepath,Turbidity
./Datasets/0degree_lowrange/67/20220512_152628.png,67.0
./Datasets/0degree_lowrange/43/20220517_150657.png,43.0
./Datasets/0degree_lowrange/57.3/20220513_131850.png,57.3
./Datasets/0degree_lowrange/63.6/20220513_101728.png,63.6
./Datasets/0degree_lowrange/55.7/20220513_142020.png,55.7
./Datasets/0degree_lowrange/24.85/20220519_214650.png,24.85
./Datasets/0degree_lowrange/18.8/20220520_010814.png,18.8
./Datasets/0degree_lowrange/93.4/20220427_145456.png,93.4
./Datasets/0degree_lowrange/73.3/20220512_133819.png,73.3
./Datasets/0degree_lowrange/52.1/20220513_154443.png,52.1
./Datasets/0degree_lowrange/26.7/20220519_195422.png,26.7
./Datasets/0degree_lowrange/114.7/20220426_153821.png,114.7
./Datasets/0degree_lowrange/6.2/20220520_072345.png,6.2
./Datasets/0degree_lowrange/39.4/20220519_114713.png,39.4
./Datasets/0degree_lowrange/98/20220427_133249.png,98.0
./Datasets/0degree_lowrange/119.7/20220426_145646.png,119.7
./Datasets/0degree_lowrange/38.5/20220519_104821.png,38.5
./Datasets/0degree_lowrange/16.2/20220520_013548.png,16.2
./Datasets/0degree_lowrange/83.25/20220510_144219.png,83.25
./Datasets/0degree_lowrange/45.35/20220517_143345.png,45.35
./Datasets/0degree_lowrange/73.3/20220512_133836.png,73.3
./Datasets/0degree_lowrange/5.1/20220520_080804.png,5.1
./Datasets/0degree_lowrange/14.1/20220520_014652.png,14.1
./Datasets/0degree_lowrange/22.2/20220519_230633.png,22.2
./Datasets/0degree_lowrange/118/20220426_151345.png,118.0
./Datasets/0degree_lowrange/9.45/20220520_061238.png,9.45
./Datasets/0degree_lowrange/74.45/20220512_132752.png,74.45
./Datasets/0degree_lowrange/18.8/20220520_010951.png,18.8
./Datasets/0degree_lowrange/61/20220513_110901.png,61.0
./Datasets/0degree_lowrange/67/20220512_152601.png,67.0
./Datasets/0degree_lowrange/47.5/20220517_141528.png,47.5
./Datasets/0degree_lowrange/126.3/20220426_134507.png,126.3
./Datasets/0degree_lowrange/28.4/20220519_190453.png,28.4
./Datasets/0degree_lowrange/44.5/20220517_144406.png,44.5
./Datasets/0degree_lowrange/103.2/20220427_124251.png,103.2
./Datasets/0degree_lowrange/12.95/20220520_021703.png,12.95
./Datasets/0degree_lowrange/18.8/20220520_010844.png,18.8
./Datasets/0degree_lowrange/48.95/20220517_114811.png,48.95
./Datasets/0degree_lowrange/68.3/20220512_151826.png,68.3
./Datasets/0degree_lowrange/84.7/20220510_135827.png,84.7
./Datasets/0degree_lowrange/36/20220519_135024.png,36.0
./Datasets/0degree_lowrange/63.6/20220513_101704.png,63.6
./Datasets/0degree_lowrange/104.3/20220427_115641.png,104.3
./Datasets/0degree_lowrange/29.6/20220519_161107.png,29.6
./Datasets/0degree_lowrange/112.5/20220427_100618.png,112.5
./Datasets/0degree_lowrange/101.5/20220427_125345.png,101.5
./Datasets/0degree_lowrange/83.25/20220510_144138.png,83.25
./Datasets/0degree_lowrange/51.15/20220517_111515.png,51.15
./Datasets/0degree_lowrange/64.8/20220513_100257.png,64.8
./Datasets/0degree_lowrange/121.25/20220426_131052.png,121.25
./Datasets/0degree_lowrange/57.8/20220513_140452.png,57.8
./Datasets/0degree_lowrange/53.05/20220513_152750.png,53.05
./Datasets/0degree_lowrange/104.3/20220427_115650.png,104.3
./Datasets/0degree_lowrange/116.1/20220426_152929.png,116.1
./Datasets/0degree_lowrange/107.6/20220427_110130.png,107.6
./Datasets/0degree_lowrange/47.5/20220517_141537.png,47.5
./Datasets/0degree_lowrange/8.1/20220520_064545.png,8.1
./Datasets/0degree_lowrange/0/20220520_060007.png,0.0
./Datasets/0degree_lowrange/94.2/20220427_143047.png,94.2
./Datasets/0degree_lowrange/109/20220427_104146.png,109.0
./Datasets/0degree_lowrange/70/20220512_141718.png,70.0
./Datasets/0degree_lowrange/8.1/20220520_064602.png,8.1
./Datasets/0degree_lowrange/67.75/20220512_135750.png,67.75
./Datasets/0degree_lowrange/114.7/20220426_153758.png,114.7
./Datasets/0degree_lowrange/105/20220427_114047.png,105.0
./Datasets/0degree_lowrange/80.7/20220510_152254.png,80.7
./Datasets/0degree_lowrange/124.65/20220426_140407.png,124.65
./Datasets/0degree_lowrange/97.25/20220427_134059.png,97.25
./Datasets/0degree_lowrange/76.35/20220512_130413.png,76.35
./Datasets/0degree_lowrange/122.3/20220426_142623.png,122.3
./Datasets/0degree_lowrange/94.2/20220427_143129.png,94.2
./Datasets/0degree_lowrange/33.4/20220519_150344.png,33.4
./Datasets/0degree_lowrange/44.5/20220517_144356.png,44.5
./Datasets/0degree_lowrange/30.9/20220519_164150.png,30.9
./Datasets/0degree_lowrange/54.85/20220513_144249.png,54.85
./Datasets/0degree_lowrange/93.4/20220427_145513.png,93.4
./Datasets/0degree_lowrange/53.8/20220517_110329.png,53.8
./Datasets/0degree_lowrange/54.85/20220513_144318.png,54.85
./Datasets/0degree_lowrange/1.05/20220520_084252.png,1.05
./Datasets/0degree_lowrange/68.3/20220512_151844.png,68.3
./Datasets/0degree_lowrange/16.2/20220520_013528.png,16.2
./Datasets/0degree_lowrange/119.7/20220426_145627.png,119.7
./Datasets/0degree_lowrange/85.1/20220510_132956.png,85.1
./Datasets/0degree_lowrange/91.3/20220427_152723.png,91.3
./Datasets/0degree_lowrange/32.1/20220519_143221.png,32.1
./Datasets/0degree_lowrange/7.2/20220520_070431.png,7.2
./Datasets/0degree_lowrange/88.4/20220510_124907.png,88.4
./Datasets/0degree_lowrange/41.6/20220517_152010.png,41.6
./Datasets/0degree_lowrange/83.25/20220510_144158.png,83.25
./Datasets/0degree_lowrange/61/20220513_110911.png,61.0
./Datasets/0degree_lowrange/41.6/20220517_152028.png,41.6
./Datasets/0degree_lowrange/47.5/20220517_141458.png,47.5
./Datasets/0degree_lowrange/24.4/20220519_205126.png,24.4
./Datasets/0degree_lowrange/48.95/20220517_114802.png,48.95
./Datasets/0degree_lowrange/67.75/20220512_135818.png,67.75
./Datasets/0degree_lowrange/92.3/20220427_151502.png,92.3
./Datasets/0degree_lowrange/126.3/20220426_134545.png,126.3
./Datasets/0degree_lowrange/16.2/20220520_013558.png,16.2
./Datasets/0degree_lowrange/114.7/20220426_153806.png,114.7
./Datasets/0degree_lowrange/37.4/20220519_121911.png,37.4
./Datasets/0degree_lowrange/106.8/20220427_112201.png,106.8
